user_id,event_type,timestamp,company_size,user_role,industry
user_0181,first_task_created,2024-11-22T11:03:35,5-20,Engineer,E-commerce
user_0181,first_task_completed,2024-11-22T13:03:35,5-20,Engineer,E-commerce
user_0181,invite_sent,2024-11-22T14:03:35,5-20,Engineer,E-commerce
user_0182,signup,2024-11-01T10:26:31,5-20,Engineer,EdTech
user_0182,first_task_created,2024-11-01T10:47:31,5-20,Engineer,EdTech
user_0182,first_task_completed,2024-11-01T12:31:31,5-20,Engineer,EdTech
user_0182,invite_sent,2024-11-01T20:31:31,5-20,Engineer,EdTech
user_0183,signup,2024-12-15T12:54:39,21-99,Manager,HealthTech
user_0183,first_task_created,2024-12-15T13:36:39,21-99,Manager,HealthTech
user_0183,first_task_completed,2024-12-15T14:50:39,21-99,Manager,HealthTech
user_0183,invite_sent,2024-12-17T06:50:39,21-99,Manager,HealthTech
user_0184,signup,2024-11-14T11:18:59,5-20,Founder,FinTech
user_0184,first_task_created,2024-11-14T11:24:59,5-20,Founder,FinTech
user_0184,first_task_completed,2024-11-14T12:35:59,5-20,Founder,FinTech
user_0185,signup,2024-12-09T04:00:55,5-20,PM,HealthTech
user_0186,signup,2024-11-29T01:26:08,5-20,PM,FinTech
user_0186,first_task_created,2024-11-29T01:39:08,5-20,PM,FinTech
user_0186,first_task_completed,2024-11-29T03:10:08,5-20,PM,FinTech
user_0187,signup,2024-11-21T12:17:13,21-99,Manager,EdTech
user_0187,first_task_created,2024-11-21T12:54:13,21-99,Manager,EdTech
user_0188,signup,2024-12-03T04:44:44,5-20,PM,Marketing
user_0189,signup,2024-11-13T20:11:57,5-20,Engineer,HealthTech
user_0190,signup,2024-11-10T09:19:34,5-20,Manager,HealthTech
user_0191,signup,2024-10-25T17:56:10,5-20,Designer,Marketing
user_0191,first_task_created,2024-10-25T18:10:10,5-20,Designer,Marketing
user_0192,signup,2024-10-10T01:14:30,5-20,PM,SaaS
user_0192,first_task_created,2024-10-10T02:06:30,5-20,PM,SaaS
user_0193,signup,2024-11-26T22:33:45,21-99,Founder,SaaS
user_0194,signup,2024-11-04T07:56:35,5-20,PM,HealthTech
user_0195,signup,2024-10-05T23:52:40,100+,Manager,Marketing
user_0196,signup,2024-11-26T02:38:51,21-99,Designer,SaaS
user_0196,first_task_created,2024-11-26T02:52:51,21-99,Designer,SaaS
user_0197,signup,2024-12-22T01:51:46,5-20,PM,FinTech
user_0197,first_task_created,2024-12-22T02:03:46,5-20,PM,FinTech
user_0198,signup,2024-12-14T12:14:50,5-20,Manager,EdTech
user_0199,signup,2024-11-29T03:03:39,21-99,Founder,SaaS
user_0200,signup,2024-10-18T12:23:59,21-99,Designer,SaaS
user_0200,first_task_created,2024-10-18T13:16:59,21-99,Designer,SaaS
user_0200,first_task_completed,2024-10-18T14:09:59,21-99,Designer,SaaS
user_0200,invite_sent,2024-10-19T02:09:59,21-99,Designer,SaaS
user_0201,signup,2024-11-08T21:53:42,21-99,Founder,Marketing
user_0201,first_task_created,2024-11-08T22:45:42,21-99,Founder,Marketing
user_0202,signup,2024-11-06T12:35:47,5-20,Founder,E-commerce
user_0202,first_task_created,2024-11-06T13:01:47,5-20,Founder,E-commerce
user_0202,first_task_completed,2024-11-06T13:50:47,5-20,Founder,E-commerce
user_0203,signup,2024-10-09T05:57:51,21-99,Founder,EdTech
user_0204,signup,2024-12-05T10:27:39,5-20,Founder,SaaS
user_0204,first_task_created,2024-12-05T11:00:39,5-20,Founder,SaaS
user_0205,signup,2024-10-27T12:31:29,5-20,Manager,HealthTech
user_0205,first_task_created,2024-10-27T13:08:29,5-20,Manager,HealthTech
user_0205,first_task_completed,2024-10-27T14:13:29,5-20,Manager,HealthTech
user_0205,invite_sent,2024-10-29T10:13:29,5-20,Manager,HealthTech
user_0206,signup,2024-12-04T18:31:53,21-99,Manager,EdTech
user_0206,first_task_created,2024-12-04T18:50:53,21-99,Manager,EdTech
user_0206,first_task_completed,2024-12-04T20:16:53,21-99,Manager,EdTech
user_0206,invite_sent,2024-12-05T10:16:53,21-99,Manager,EdTech
user_0207,signup,2024-12-14T04:37:26,5-20,Engineer,E-commerce
user_0207,first_task_created,2024-12-14T05:02:26,5-20,Engineer,E-commerce
user_0207,first_task_completed,2024-12-14T06:15:26,5-20,Engineer,E-commerce
user_0208,signup,2024-12-08T07:40:22,5-20,Manager,EdTech
user_0208,first_task_created,2024-12-08T08:20:22,5-20,Manager,EdTech
user_0209,signup,2024-12-23T16:03:23,21-99,PM,HealthTech
user_0210,signup,2024-12-23T16:51:42,5-20,Manager,SaaS
user_0210,first_task_created,2024-12-23T17:23:42,5-20,Manager,SaaS
user_0211,signup,2024-10-12T04:22:24,21-99,Manager,FinTech
user_0211,first_task_created,2024-10-12T04:47:24,21-99,Manager,FinTech
user_0211,first_task_completed,2024-10-12T06:16:24,21-99,Manager,FinTech
user_0211,invite_sent,2024-10-14T03:16:24,21-99,Manager,FinTech
user_0212,signup,2024-12-21T23:47:28,100+,PM,HealthTech
user_0212,first_task_created,2024-12-22T00:19:28,100+,PM,HealthTech
user_0213,signup,2024-12-12T09:51:04,5-20,Manager,FinTech
user_0213,first_task_created,2024-12-12T10:17:04,5-20,Manager,FinTech
user_0214,signup,2024-11-19T12:16:27,5-20,PM,EdTech
user_0214,first_task_created,2024-11-19T13:10:27,5-20,PM,EdTech
user_0214,first_task_completed,2024-11-19T14:53:27,5-20,PM,EdTech
user_0215,signup,2024-10-10T23:33:06,21-99,Engineer,E-commerce
user_0215,first_task_created,2024-10-10T23:50:06,21-99,Engineer,E-commerce
user_0215,first_task_completed,2024-10-11T00:19:06,21-99,Engineer,E-commerce
user_0216,signup,2024-11-17T23:22:34,21-99,Engineer,Marketing
user_0216,first_task_created,2024-11-18T00:03:34,21-99,Engineer,Marketing
user_0217,signup,2024-12-01T16:21:08,5-20,Founder,Marketing
user_0218,signup,2024-11-12T16:43:17,5-20,Designer,E-commerce
user_0218,first_task_created,2024-11-12T17:16:17,5-20,Designer,E-commerce
user_0219,signup,2024-11-04T04:05:05,21-99,Founder,SaaS
user_0219,first_task_created,2024-11-04T04:29:05,21-99,Founder,SaaS
user_0220,signup,2024-10-08T10:47:46,5-20,Designer,FinTech
user_0220,first_task_created,2024-10-08T11:46:46,5-20,Designer,FinTech
user_0220,first_task_completed,2024-10-08T13:12:46,5-20,Designer,FinTech
user_0221,signup,2024-12-26T23:32:39,5-20,Founder,Marketing
user_0221,first_task_created,2024-12-27T00:28:39,5-20,Founder,Marketing
user_0222,signup,2024-11-18T16:16:13,5-20,Founder,HealthTech
user_0222,first_task_created,2024-11-18T16:24:13,5-20,Founder,HealthTech
user_0223,signup,2024-10-09T04:30:04,21-99,Designer,Marketing
user_0223,first_task_created,2024-10-09T04:46:04,21-99,Designer,Marketing
user_0223,first_task_completed,2024-10-09T06:26:04,21-99,Designer,Marketing
user_0223,invite_sent,2024-10-10T11:26:04,21-99,Designer,Marketing
user_0224,signup,2024-11-05T07:56:37,5-20,Founder,E-commerce
user_0224,first_task_created,2024-11-05T08:19:37,5-20,Founder,E-commerce
user_0225,signup,2024-12-16T15:01:55,21-99,Founder,SaaS
user_0225,first_task_created,2024-12-16T15:27:55,21-99,Founder,SaaS
user_0225,first_task_completed,2024-12-16T15:49:55,21-99,Founder,SaaS
user_0226,signup,2024-12-22T16:17:35,5-20,Designer,Marketing
user_0226,first_task_created,2024-12-22T17:00:35,5-20,Designer,Marketing
user_0227,signup,2024-10-14T17:33:07,5-20,Founder,Marketing
user_0228,signup,2024-11-27T18:32:47,5-20,Manager,E-commerce
user_0228,first_task_created,2024-11-27T18:42:47,5-20,Manager,E-commerce
user_0228,first_task_completed,2024-11-27T19:40:47,5-20,Manager,E-commerce
user_0229,signup,2024-12-08T05:42:52,5-20,Engineer,Marketing
user_0230,signup,2024-12-02T17:20:48,21-99,Founder,SaaS
user_0230,first_task_created,2024-12-02T17:57:48,21-99,Founder,SaaS
user_0230,first_task_completed,2024-12-02T18:53:48,21-99,Founder,SaaS
user_0230,invite_sent,2024-12-03T08:53:48,21-99,Founder,SaaS
user_0231,signup,2024-10-22T23:53:00,5-20,Manager,E-commerce
user_0232,signup,2024-11-19T07:00:09,5-20,Designer,SaaS
user_0233,signup,2024-12-04T06:24:24,21-99,Founder,SaaS
user_0233,first_task_created,2024-12-04T07:18:24,21-99,Founder,SaaS
user_0234,signup,2024-10-18T13:24:05,5-20,Engineer,E-commerce
user_0235,signup,2024-11-12T11:51:10,21-99,Engineer,Marketing
user_0235,first_task_created,2024-11-12T12:19:10,21-99,Engineer,Marketing
user_0236,signup,2024-10-28T15:55:48,5-20,Manager,EdTech
user_0237,signup,2024-10-24T05:18:10,21-99,Engineer,EdTech
user_0237,first_task_created,2024-10-24T06:14:10,21-99,Engineer,EdTech
user_0238,signup,2024-12-05T20:34:10,100+,Engineer,FinTech
user_0239,signup,2024-12-15T13:09:37,100+,Manager,FinTech
user_0239,first_task_created,2024-12-15T13:47:37,100+,Manager,FinTech
user_0239,first_task_completed,2024-12-15T14:17:37,100+,Manager,FinTech
user_0240,signup,2024-10-06T01:35:15,21-99,Engineer,FinTech
user_0240,first_task_created,2024-10-06T02:35:15,21-99,Engineer,FinTech
user_0240,first_task_completed,2024-10-06T02:58:15,21-99,Engineer,FinTech
user_0241,signup,2024-10-09T03:26:35,5-20,PM,FinTech
user_0242,signup,2024-12-20T16:28:45,5-20,Founder,E-commerce
user_0242,first_task_created,2024-12-20T16:47:45,5-20,Founder,E-commerce
user_0243,signup,2024-10-06T04:05:51,21-99,PM,HealthTech
user_0243,first_task_created,2024-10-06T04:33:51,21-99,PM,HealthTech
user_0243,first_task_completed,2024-10-06T04:53:51,21-99,PM,HealthTech
user_0243,invite_sent,2024-10-06T06:53:51,21-99,PM,HealthTech
user_0244,signup,2024-12-03T02:31:05,5-20,PM,Marketing
user_0244,first_task_created,2024-12-03T02:45:05,5-20,PM,Marketing
user_0244,first_task_completed,2024-12-03T03:31:05,5-20,PM,Marketing
user_0245,signup,2024-11-15T13:06:20,5-20,Engineer,Marketing
user_0245,first_task_created,2024-11-15T13:11:20,5-20,Engineer,Marketing
user_0246,signup,2024-11-23T06:48:23,5-20,Engineer,E-commerce
user_0247,signup,2024-12-15T08:36:47,21-99,Manager,SaaS
user_0247,first_task_created,2024-12-15T09:00:47,21-99,Manager,SaaS
user_0247,first_task_completed,2024-12-15T09:40:47,21-99,Manager,SaaS
user_0247,invite_sent,2024-12-17T01:40:47,21-99,Manager,SaaS
user_0248,signup,2024-11-27T22:30:09,5-20,PM,HealthTech
user_0248,first_task_created,2024-11-27T23:15:09,5-20,PM,HealthTech
user_0249,signup,2024-11-11T16:11:56,5-20,Engineer,FinTech
user_0249,first_task_created,2024-11-11T16:38:56,5-20,Engineer,FinTech
user_0249,first_task_completed,2024-11-11T17:41:56,5-20,Engineer,FinTech
user_0249,invite_sent,2024-11-13T12:41:56,5-20,Engineer,FinTech
user_0250,signup,2024-11-21T01:48:26,5-20,Designer,SaaS
user_0250,first_task_created,2024-11-21T02:43:26,5-20,Designer,SaaS
