user_id,signup_date,created_first_task,completed_first_task,invited_teammate
U05439,2024-11-27,TRUE,FALSE,FALSE
U09375,2024-12-09,FALSE,FALSE,FALSE
U08500,2024-12-21,FALSE,FALSE,FALSE
U02365,2024-12-18,TRUE,TRUE,FALSE
U02481,2024-10-03,TRUE,TRUE,FALSE
U09300,2024-10-28,FALSE,FALSE,FALSE
U04846,2024-11-07,TRUE,FALSE,FALSE
U08729,2024-11-15,FALSE,FALSE,FALSE
U00889,2024-10-03,TRUE,TRUE,TRUE
U07862,2024-12-12,FALSE,FALSE,FALSE
U02621,2024-12-18,TRUE,TRUE,FALSE
U04180,2024-10-06,TRUE,FALSE,FALSE
U09911,2024-10-30,FALSE,FALSE,FALSE
U06381,2024-12-22,TRUE,FALSE,FALSE
U08737,2024-10-14,FALSE,FALSE,FALSE
U00217,2024-12-26,TRUE,TRUE,TRUE
U03979,2024-10-26,TRUE,FALSE,FALSE
U00505,2024-11-12,TRUE,TRUE,TRUE
U09424,2024-11-07,FALSE,FALSE,FALSE
U03187,2024-12-07,TRUE,FALSE,FALSE
U05159,2024-10-21,TRUE,FALSE,FALSE
U05986,2024-11-01,TRUE,FALSE,FALSE
U01418,2024-10-08,TRUE,TRUE,TRUE
U01961,2024-12-19,TRUE,TRUE,FALSE
U01566,2024-11-14,TRUE,TRUE,FALSE
U04221,2024-11-29,TRUE,FALSE,FALSE
U06825,2024-11-20,TRUE,FALSE,FALSE
U08985,2024-10-29,FALSE,FALSE,FALSE
U03666,2024-12-16,TRUE,FALSE,FALSE
U03141,2024-11-05,TRUE,FALSE,FALSE
U06356,2024-10-06,TRUE,FALSE,FALSE
U03227,2024-11-06,TRUE,FALSE,FALSE
U01309,2024-10-04,TRUE,TRUE,TRUE
U04294,2024-11-25,TRUE,FALSE,FALSE
U05624,2024-11-21,TRUE,FALSE,FALSE
U08141,2024-12-20,FALSE,FALSE,FALSE
U09109,2024-11-01,FALSE,FALSE,FALSE
U09113,2024-11-04,FALSE,FALSE,FALSE
U00351,2024-10-10,TRUE,TRUE,TRUE
U08473,2024-12-11,FALSE,FALSE,FALSE
U01780,2024-10-14,TRUE,TRUE,FALSE
U02501,2024-11-29,TRUE,TRUE,FALSE
U05568,2024-12-28,TRUE,FALSE,FALSE
U03080,2024-11-12,TRUE,FALSE,FALSE
U03151,2024-10-04,TRUE,FALSE,FALSE
U09805,2024-11-08,FALSE,FALSE,FALSE
U00149,2024-10-29,TRUE,TRUE,TRUE
U03491,2024-10-04,TRUE,FALSE,FALSE
U05245,2024-10-04,TRUE,FALSE,FALSE
U05644,2024-11-30,TRUE,FALSE,FALSE
U02664,2024-10-09,TRUE,TRUE,FALSE
U09858,2024-11-29,FALSE,FALSE,FALSE
U07220,2024-11-25,FALSE,FALSE,FALSE
U05927,2024-10-18,TRUE,FALSE,FALSE
U08263,2024-12-20,FALSE,FALSE,FALSE
U00046,2024-10-24,TRUE,TRUE,TRUE
U04631,2024-12-20,TRUE,FALSE,FALSE
U02663,2024-10-09,TRUE,TRUE,FALSE
U06951,2024-12-28,TRUE,FALSE,FALSE
U08172,2024-10-09,FALSE,FALSE,FALSE
U07780,2024-12-20,FALSE,FALSE,FALSE
U09279,2024-11-08,FALSE,FALSE,FALSE
U07080,2024-11-24,TRUE,FALSE,FALSE
U04212,2024-11-18,TRUE,FALSE,FALSE
U03250,2024-10-16,TRUE,FALSE,FALSE
U08381,2024-11-11,FALSE,FALSE,FALSE
U07820,2024-12-06,FALSE,FALSE,FALSE
U09469,2024-12-15,FALSE,FALSE,FALSE
U04145,2024-12-10,TRUE,FALSE,FALSE
U05779,2024-12-11,TRUE,FALSE,FALSE
U03274,2024-11-22,TRUE,FALSE,FALSE
U07505,2024-10-13,FALSE,FALSE,FALSE
U08245,2024-12-02,FALSE,FALSE,FALSE
U04984,2024-11-20,TRUE,FALSE,FALSE
U08965,2024-10-18,FALSE,FALSE,FALSE
U06609,2024-10-16,TRUE,FALSE,FALSE
U06896,2024-12-04,TRUE,FALSE,FALSE
U04987,2024-10-26,TRUE,FALSE,FALSE
U08256,2024-11-29,FALSE,FALSE,FALSE
U06327,2024-11-13,TRUE,FALSE,FALSE
U03748,2024-10-04,TRUE,FALSE,FALSE
U03127,2024-10-03,TRUE,FALSE,FALSE
U01939,2024-10-28,TRUE,TRUE,FALSE
U06849,2024-10-27,TRUE,FALSE,FALSE
U04834,2024-10-22,TRUE,FALSE,FALSE
U03478,2024-11-05,TRUE,FALSE,FALSE
U07265,2024-10-14,FALSE,FALSE,FALSE
U08638,2024-10-24,FALSE,FALSE,FALSE
U08922,2024-10-21,FALSE,FALSE,FALSE
U01664,2024-11-26,TRUE,TRUE,FALSE
U08007,2024-11-26,FALSE,FALSE,FALSE
U03334,2024-10-21,TRUE,FALSE,FALSE
U01582,2024-10-13,TRUE,TRUE,FALSE
U02609,2024-12-05,TRUE,TRUE,FALSE
U06724,2024-10-29,TRUE,FALSE,FALSE
U06320,2024-10-08,TRUE,FALSE,FALSE
U03794,2024-12-05,TRUE,FALSE,FALSE
U07940,2024-12-25,FALSE,FALSE,FALSE
U08331,2024-11-19,FALSE,FALSE,FALSE
U02943,2024-10-09,TRUE,FALSE,FALSE
U09366,2024-12-03,FALSE,FALSE,FALSE
U02507,2024-12-02,TRUE,TRUE,FALSE
U00247,2024-11-07,TRUE,TRUE,TRUE
U08424,2024-12-27,FALSE,FALSE,FALSE
U06431,2024-10-01,TRUE,FALSE,FALSE
U05068,2024-10-04,TRUE,FALSE,FALSE
U04967,2024-11-01,TRUE,FALSE,FALSE
U09814,2024-12-02,FALSE,FALSE,FALSE
U08313,2024-10-16,FALSE,FALSE,FALSE
U07350,2024-11-16,FALSE,FALSE,FALSE
U00294,2024-11-18,TRUE,TRUE,TRUE
U06950,2024-12-17,TRUE,FALSE,FALSE
U04941,2024-10-12,TRUE,FALSE,FALSE
U08553,2024-12-11,FALSE,FALSE,FALSE
U01296,2024-10-13,TRUE,TRUE,TRUE
U05588,2024-10-31,TRUE,FALSE,FALSE
U05739,2024-11-07,TRUE,FALSE,FALSE
U09138,2024-12-07,FALSE,FALSE,FALSE
U02105,2024-11-24,TRUE,TRUE,FALSE
U07564,2024-10-25,FALSE,FALSE,FALSE
U01495,2024-12-24,TRUE,TRUE,FALSE
U02906,2024-11-15,TRUE,FALSE,FALSE
U01712,2024-12-14,TRUE,TRUE,FALSE
U01282,2024-10-07,TRUE,TRUE,TRUE
U06423,2024-12-29,TRUE,FALSE,FALSE
U05906,2024-10-22,TRUE,FALSE,FALSE
U01838,2024-10-16,TRUE,TRUE,FALSE
U04740,2024-10-17,TRUE,FALSE,FALSE
U03877,2024-10-15,TRUE,FALSE,FALSE
U05359,2024-12-12,TRUE,FALSE,FALSE
U07926,2024-11-30,FALSE,FALSE,FALSE
U00799,2024-10-11,TRUE,TRUE,TRUE
U00037,2024-11-25,TRUE,TRUE,TRUE
U07939,2024-12-25,FALSE,FALSE,FALSE
U02817,2024-10-17,TRUE,TRUE,FALSE
U00754,2024-10-25,TRUE,TRUE,TRUE
U00971,2024-11-17,TRUE,TRUE,TRUE
U03858,2024-11-05,TRUE,FALSE,FALSE
U00120,2024-10-31,TRUE,TRUE,TRUE
U04754,2024-10-17,TRUE,FALSE,FALSE
U06846,2024-11-07,TRUE,FALSE,FALSE
U06653,2024-10-23,TRUE,FALSE,FALSE
U08365,2024-12-18,FALSE,FALSE,FALSE
U00209,2024-11-20,TRUE,TRUE,TRUE
U05098,2024-10-30,TRUE,FALSE,FALSE
U00759,2024-11-19,TRUE,TRUE,TRUE
U06600,2024-12-09,TRUE,FALSE,FALSE
U03603,2024-10-23,TRUE,FALSE,FALSE
U05481,2024-10-28,TRUE,FALSE,FALSE
U02655,2024-12-25,TRUE,TRUE,FALSE
U02504,2024-12-18,TRUE,TRUE,FALSE
U00604,2024-12-05,TRUE,TRUE,TRUE
U09085,2024-10-29,FALSE,FALSE,FALSE
U04069,2024-10-05,TRUE,FALSE,FALSE
U05251,2024-11-18,TRUE,FALSE,FALSE
U02418,2024-10-13,TRUE,TRUE,FALSE
U09340,2024-11-25,FALSE,FALSE,FALSE
U02919,2024-10-16,TRUE,FALSE,FALSE
U01860,2024-10-07,TRUE,TRUE,FALSE
U06458,2024-10-28,TRUE,FALSE,FALSE
U02400,2024-11-22,TRUE,TRUE,FALSE
U04922,2024-10-17,TRUE,FALSE,FALSE
U03339,2024-10-20,TRUE,FALSE,FALSE
U02581,2024-10-10,TRUE,TRUE,FALSE
U09460,2024-10-04,FALSE,FALSE,FALSE
U08773,2024-10-28,FALSE,FALSE,FALSE
U03652,2024-10-16,TRUE,FALSE,FALSE
U07509,2024-11-09,FALSE,FALSE,FALSE
U06991,2024-10-23,TRUE,FALSE,FALSE
U07271,2024-11-08,FALSE,FALSE,FALSE
U01032,2024-10-02,TRUE,TRUE,TRUE
U01125,2024-12-28,TRUE,TRUE,TRUE
U08631,2024-11-14,FALSE,FALSE,FALSE
U02518,2024-10-03,TRUE,TRUE,FALSE
U06323,2024-10-07,TRUE,FALSE,FALSE
U03259,2024-12-16,TRUE,FALSE,FALSE
U00329,2024-11-11,TRUE,TRUE,TRUE
U03838,2024-10-05,TRUE,FALSE,FALSE
U01593,2024-12-02,TRUE,TRUE,FALSE
U08161,2024-11-21,FALSE,FALSE,FALSE
U09270,2024-11-23,FALSE,FALSE,FALSE
U02452,2024-10-07,TRUE,TRUE,FALSE
U01108,2024-10-12,TRUE,TRUE,TRUE
U06265,2024-11-10,TRUE,FALSE,FALSE
U04656,2024-11-28,TRUE,FALSE,FALSE
U06086,2024-11-18,TRUE,FALSE,FALSE
U09775,2024-12-25,FALSE,FALSE,FALSE
U01811,2024-10-27,TRUE,TRUE,FALSE
U05711,2024-12-11,TRUE,FALSE,FALSE
U07297,2024-10-14,FALSE,FALSE,FALSE
U03239,2024-12-11,TRUE,FALSE,FALSE
U03272,2024-11-17,TRUE,FALSE,FALSE
U02997,2024-11-18,TRUE,FALSE,FALSE
U06627,2024-11-21,TRUE,FALSE,FALSE
U07400,2024-11-09,FALSE,FALSE,FALSE
U01340,2024-12-10,TRUE,TRUE,TRUE
U00446,2024-11-24,TRUE,TRUE,TRUE
U04497,2024-11-30,TRUE,FALSE,FALSE
U06220,2024-12-18,TRUE,FALSE,FALSE
U06669,2024-12-14,TRUE,FALSE,FALSE
U05039,2024-10-14,TRUE,FALSE,FALSE
U00957,2024-10-26,TRUE,TRUE,TRUE
U08709,2024-11-29,FALSE,FALSE,FALSE
U03593,2024-10-12,TRUE,FALSE,FALSE
U00852,2024-11-22,TRUE,TRUE,TRUE
U09806,2024-12-05,FALSE,FALSE,FALSE
U02436,2024-12-19,TRUE,TRUE,FALSE
U08798,2024-11-14,FALSE,FALSE,FALSE
U04889,2024-10-18,TRUE,FALSE,FALSE
U02589,2024-11-15,TRUE,TRUE,FALSE
U02252,2024-10-27,TRUE,TRUE,FALSE
U09597,2024-12-09,FALSE,FALSE,FALSE
U02337,2024-12-27,TRUE,TRUE,FALSE
U01329,2024-12-29,TRUE,TRUE,TRUE
U01869,2024-10-22,TRUE,TRUE,FALSE
U00411,2024-11-21,TRUE,TRUE,TRUE
U02694,2024-10-22,TRUE,TRUE,FALSE
U07306,2024-11-25,FALSE,FALSE,FALSE
U03494,2024-12-14,TRUE,FALSE,FALSE
U08032,2024-12-28,FALSE,FALSE,FALSE
U09455,2024-10-26,FALSE,FALSE,FALSE
U04794,2024-11-01,TRUE,FALSE,FALSE
U01799,2024-11-07,TRUE,TRUE,FALSE
U02070,2024-11-15,TRUE,TRUE,FALSE
U05666,2024-11-26,TRUE,FALSE,FALSE
U05913,2024-10-03,TRUE,FALSE,FALSE
U09546,2024-12-15,FALSE,FALSE,FALSE
U00930,2024-12-04,TRUE,TRUE,TRUE
U05408,2024-12-18,TRUE,FALSE,FALSE
U06982,2024-10-29,TRUE,FALSE,FALSE
U04576,2024-11-10,TRUE,FALSE,FALSE
U03923,2024-10-07,TRUE,FALSE,FALSE
U01073,2024-10-10,TRUE,TRUE,TRUE
U06496,2024-11-04,TRUE,FALSE,FALSE
U08958,2024-10-07,FALSE,FALSE,FALSE
U04746,2024-12-05,TRUE,FALSE,FALSE
U03177,2024-10-15,TRUE,FALSE,FALSE
U07186,2024-10-22,TRUE,FALSE,FALSE
U05020,2024-11-13,TRUE,FALSE,FALSE
U07665,2024-10-13,FALSE,FALSE,FALSE
U04413,2024-12-06,TRUE,FALSE,FALSE
U09039,2024-10-18,FALSE,FALSE,FALSE
U01261,2024-12-08,TRUE,TRUE,TRUE
U00973,2024-11-07,TRUE,TRUE,TRUE
U01448,2024-10-15,TRUE,TRUE,FALSE
U06726,2024-10-09,TRUE,FALSE,FALSE
U08643,2024-11-05,FALSE,FALSE,FALSE
U01527,2024-12-14,TRUE,TRUE,FALSE
U09562,2024-11-11,FALSE,FALSE,FALSE
U01272,2024-11-21,TRUE,TRUE,TRUE
U00941,2024-12-18,TRUE,TRUE,TRUE
U08293,2024-10-23,FALSE,FALSE,FALSE
U01968,2024-10-22,TRUE,TRUE,FALSE
U02227,2024-10-10,TRUE,TRUE,FALSE
U04136,2024-10-11,TRUE,FALSE,FALSE
U04865,2024-10-17,TRUE,FALSE,FALSE
U08607,2024-10-30,FALSE,FALSE,FALSE
U09703,2024-11-24,FALSE,FALSE,FALSE
U03105,2024-11-19,TRUE,FALSE,FALSE
U09933,2024-11-20,FALSE,FALSE,FALSE
U05335,2024-12-26,TRUE,FALSE,FALSE
U05299,2024-11-06,TRUE,FALSE,FALSE
U09000,2024-11-16,FALSE,FALSE,FALSE
U06374,2024-11-20,TRUE,FALSE,FALSE
U09290,2024-11-24,FALSE,FALSE,FALSE
U02553,2024-12-13,TRUE,TRUE,FALSE
U03291,2024-10-30,TRUE,FALSE,FALSE
U08194,2024-12-19,FALSE,FALSE,FALSE
U04204,2024-10-14,TRUE,FALSE,FALSE
U00871,2024-12-13,TRUE,TRUE,TRUE
U04374,2024-10-22,TRUE,FALSE,FALSE
U04316,2024-11-07,TRUE,FALSE,FALSE
U04267,2024-12-27,TRUE,FALSE,FALSE
U01181,2024-12-18,TRUE,TRUE,TRUE
U07523,2024-12-17,FALSE,FALSE,FALSE
U05816,2024-10-25,TRUE,FALSE,FALSE
U04641,2024-12-20,TRUE,FALSE,FALSE
U01529,2024-11-04,TRUE,TRUE,FALSE
U09786,2024-10-08,FALSE,FALSE,FALSE
U00498,2024-12-14,TRUE,TRUE,TRUE
U07757,2024-10-02,FALSE,FALSE,FALSE
U08584,2024-10-22,FALSE,FALSE,FALSE
U02138,2024-12-15,TRUE,TRUE,FALSE
U05351,2024-12-03,TRUE,FALSE,FALSE
U08955,2024-10-28,FALSE,FALSE,FALSE
U03638,2024-10-05,TRUE,FALSE,FALSE
U07434,2024-10-11,FALSE,FALSE,FALSE
U07083,2024-12-19,TRUE,FALSE,FALSE
U01039,2024-11-20,TRUE,TRUE,TRUE
U02351,2024-10-17,TRUE,TRUE,FALSE
U06655,2024-10-16,TRUE,FALSE,FALSE
U02004,2024-11-04,TRUE,TRUE,FALSE
U08710,2024-10-09,FALSE,FALSE,FALSE
U03930,2024-12-20,TRUE,FALSE,FALSE
U05957,2024-10-03,TRUE,FALSE,FALSE
U05349,2024-12-10,TRUE,FALSE,FALSE
U09359,2024-11-01,FALSE,FALSE,FALSE
U03992,2024-10-31,TRUE,FALSE,FALSE
U03365,2024-11-20,TRUE,FALSE,FALSE
U00122,2024-10-07,TRUE,TRUE,TRUE
U02012,2024-11-19,TRUE,TRUE,FALSE
U04407,2024-12-01,TRUE,FALSE,FALSE
U05733,2024-11-05,TRUE,FALSE,FALSE
U07508,2024-12-14,FALSE,FALSE,FALSE
U03400,2024-12-28,TRUE,FALSE,FALSE
U07678,2024-12-04,FALSE,FALSE,FALSE
U00317,2024-10-05,TRUE,TRUE,TRUE
U09880,2024-12-29,FALSE,FALSE,FALSE
U05536,2024-10-28,TRUE,FALSE,FALSE
U06762,2024-12-18,TRUE,FALSE,FALSE
U09571,2024-12-17,FALSE,FALSE,FALSE
U08357,2024-12-27,FALSE,FALSE,FALSE
U09717,2024-11-10,FALSE,FALSE,FALSE
U07430,2024-12-15,FALSE,FALSE,FALSE
U09937,2024-10-22,FALSE,FALSE,FALSE
U00815,2024-12-13,TRUE,TRUE,TRUE
U04034,2024-12-25,TRUE,FALSE,FALSE
U06106,2024-12-22,TRUE,FALSE,FALSE
U09726,2024-11-29,FALSE,FALSE,FALSE
U02353,2024-12-10,TRUE,TRUE,FALSE
U01103,2024-12-24,TRUE,TRUE,TRUE
U09783,2024-12-02,FALSE,FALSE,FALSE
U09808,2024-11-26,FALSE,FALSE,FALSE
U04264,2024-11-08,TRUE,FALSE,FALSE
U08378,2024-12-06,FALSE,FALSE,FALSE
U09235,2024-12-10,FALSE,FALSE,FALSE
U03738,2024-10-03,TRUE,FALSE,FALSE
U04088,2024-12-23,TRUE,FALSE,FALSE
U06350,2024-10-08,TRUE,FALSE,FALSE
U07084,2024-11-15,TRUE,FALSE,FALSE
U09889,2024-10-06,FALSE,FALSE,FALSE
U06733,2024-10-12,TRUE,FALSE,FALSE
U06817,2024-10-28,TRUE,FALSE,FALSE
U03082,2024-11-20,TRUE,FALSE,FALSE
U03481,2024-12-09,TRUE,FALSE,FALSE
U03952,2024-10-17,TRUE,FALSE,FALSE
U03255,2024-11-23,TRUE,FALSE,FALSE
U04331,2024-11-27,TRUE,FALSE,FALSE
U07649,2024-11-15,FALSE,FALSE,FALSE
U04446,2024-11-25,TRUE,FALSE,FALSE
U04951,2024-12-23,TRUE,FALSE,FALSE
U09284,2024-11-15,FALSE,FALSE,FALSE
U08725,2024-12-06,FALSE,FALSE,FALSE
U05564,2024-12-14,TRUE,FALSE,FALSE
U07723,2024-11-08,FALSE,FALSE,FALSE
U08530,2024-11-23,FALSE,FALSE,FALSE
U06331,2024-10-30,TRUE,FALSE,FALSE
U07928,2024-10-31,FALSE,FALSE,FALSE
U03774,2024-11-01,TRUE,FALSE,FALSE
U03816,2024-11-11,TRUE,FALSE,FALSE
U08034,2024-10-26,FALSE,FALSE,FALSE
U00822,2024-12-18,TRUE,TRUE,TRUE
U09967,2024-10-28,FALSE,FALSE,FALSE
U00551,2024-12-28,TRUE,TRUE,TRUE
U01071,2024-12-25,TRUE,TRUE,TRUE
U01300,2024-11-14,TRUE,TRUE,TRUE
U07610,2024-12-27,FALSE,FALSE,FALSE
U05207,2024-10-04,TRUE,FALSE,FALSE
U09198,2024-11-21,FALSE,FALSE,FALSE
U06548,2024-10-18,TRUE,FALSE,FALSE
U05065,2024-12-16,TRUE,FALSE,FALSE
U07214,2024-10-05,FALSE,FALSE,FALSE
U07874,2024-10-17,FALSE,FALSE,FALSE
U06428,2024-10-02,TRUE,FALSE,FALSE
U01444,2024-11-16,TRUE,TRUE,FALSE
U03086,2024-10-23,TRUE,FALSE,FALSE
U06866,2024-10-28,TRUE,FALSE,FALSE
U00623,2024-12-15,TRUE,TRUE,TRUE
U01198,2024-12-20,TRUE,TRUE,TRUE
U09159,2024-12-09,FALSE,FALSE,FALSE
U06529,2024-11-02,TRUE,FALSE,FALSE
U03394,2024-12-06,TRUE,FALSE,FALSE
U01299,2024-10-09,TRUE,TRUE,TRUE
U08012,2024-12-21,FALSE,FALSE,FALSE
U02555,2024-11-12,TRUE,TRUE,FALSE
U06491,2024-10-31,TRUE,FALSE,FALSE
U03210,2024-11-22,TRUE,FALSE,FALSE
U00068,2024-10-17,TRUE,TRUE,TRUE
U09583,2024-12-11,FALSE,FALSE,FALSE
U03699,2024-10-14,TRUE,FALSE,FALSE
U01402,2024-12-10,TRUE,TRUE,TRUE
U08439,2024-10-29,FALSE,FALSE,FALSE
U03519,2024-12-22,TRUE,FALSE,FALSE
U03309,2024-10-14,TRUE,FALSE,FALSE
U00846,2024-12-15,TRUE,TRUE,TRUE
U04020,2024-12-16,TRUE,FALSE,FALSE
U05669,2024-10-12,TRUE,FALSE,FALSE
U07782,2024-10-27,FALSE,FALSE,FALSE
U06304,2024-12-21,TRUE,FALSE,FALSE
U08425,2024-11-11,FALSE,FALSE,FALSE
U01025,2024-11-11,TRUE,TRUE,TRUE
U06090,2024-10-14,TRUE,FALSE,FALSE
U02593,2024-11-16,TRUE,TRUE,FALSE
U02451,2024-10-25,TRUE,TRUE,FALSE
U04111,2024-12-12,TRUE,FALSE,FALSE
U04762,2024-12-26,TRUE,FALSE,FALSE
U08763,2024-10-28,FALSE,FALSE,FALSE
U00561,2024-12-15,TRUE,TRUE,TRUE
U07146,2024-11-13,TRUE,FALSE,FALSE
U02948,2024-10-14,TRUE,FALSE,FALSE
U04535,2024-12-08,TRUE,FALSE,FALSE
U00805,2024-12-15,TRUE,TRUE,TRUE
U07222,2024-11-19,FALSE,FALSE,FALSE
U04128,2024-10-31,TRUE,FALSE,FALSE
U02629,2024-12-10,TRUE,TRUE,FALSE
U01732,2024-12-22,TRUE,TRUE,FALSE
U08321,2024-10-16,FALSE,FALSE,FALSE
U06027,2024-12-16,TRUE,FALSE,FALSE
U01215,2024-12-11,TRUE,TRUE,TRUE
U01758,2024-11-19,TRUE,TRUE,FALSE
U08368,2024-11-30,FALSE,FALSE,FALSE
U06721,2024-11-26,TRUE,FALSE,FALSE
U05883,2024-11-19,TRUE,FALSE,FALSE
U04171,2024-12-01,TRUE,FALSE,FALSE
U03779,2024-10-30,TRUE,FALSE,FALSE
U09434,2024-12-05,FALSE,FALSE,FALSE
U06259,2024-12-07,TRUE,FALSE,FALSE
U01743,2024-12-05,TRUE,TRUE,FALSE
U02146,2024-12-20,TRUE,TRUE,FALSE
U09507,2024-10-13,FALSE,FALSE,FALSE
U04103,2024-10-25,TRUE,FALSE,FALSE
U00486,2024-11-18,TRUE,TRUE,TRUE
U09013,2024-10-11,FALSE,FALSE,FALSE
U00550,2024-11-09,TRUE,TRUE,TRUE
U09508,2024-11-08,FALSE,FALSE,FALSE
U08079,2024-11-19,FALSE,FALSE,FALSE
U00914,2024-10-04,TRUE,TRUE,TRUE
U07661,2024-10-15,FALSE,FALSE,FALSE
U03192,2024-10-25,TRUE,FALSE,FALSE
U08621,2024-11-02,FALSE,FALSE,FALSE
U02089,2024-11-23,TRUE,TRUE,FALSE
U04649,2024-10-14,TRUE,FALSE,FALSE
U05985,2024-12-27,TRUE,FALSE,FALSE
U05773,2024-10-14,TRUE,FALSE,FALSE
U08131,2024-11-19,FALSE,FALSE,FALSE
U07182,2024-12-18,TRUE,FALSE,FALSE
U00082,2024-12-13,TRUE,TRUE,TRUE
U07663,2024-12-21,FALSE,FALSE,FALSE
U04645,2024-12-25,TRUE,FALSE,FALSE
U04209,2024-10-26,TRUE,FALSE,FALSE
U04879,2024-12-19,TRUE,FALSE,FALSE
U08671,2024-12-11,FALSE,FALSE,FALSE
U02396,2024-10-25,TRUE,TRUE,FALSE
U03700,2024-10-14,TRUE,FALSE,FALSE
U00184,2024-11-09,TRUE,TRUE,TRUE
U02691,2024-10-31,TRUE,TRUE,FALSE
U09904,2024-11-25,FALSE,FALSE,FALSE
U04059,2024-11-17,TRUE,FALSE,FALSE
U05405,2024-11-25,TRUE,FALSE,FALSE
U03552,2024-12-28,TRUE,FALSE,FALSE
U03193,2024-12-28,TRUE,FALSE,FALSE
U07133,2024-11-28,TRUE,FALSE,FALSE
U00297,2024-12-28,TRUE,TRUE,TRUE
U02898,2024-11-03,TRUE,FALSE,FALSE
U00094,2024-10-07,TRUE,TRUE,TRUE
U06504,2024-11-16,TRUE,FALSE,FALSE
U00178,2024-10-02,TRUE,TRUE,TRUE
U09887,2024-12-20,FALSE,FALSE,FALSE
U06775,2024-12-14,TRUE,FALSE,FALSE
U09130,2024-12-08,FALSE,FALSE,FALSE
U00034,2024-11-06,TRUE,TRUE,TRUE
U08153,2024-12-09,FALSE,FALSE,FALSE
U09459,2024-12-18,FALSE,FALSE,FALSE
U05050,2024-12-02,TRUE,FALSE,FALSE
U05155,2024-12-23,TRUE,FALSE,FALSE
U07124,2024-10-19,TRUE,FALSE,FALSE
U05459,2024-10-27,TRUE,FALSE,FALSE
U06650,2024-12-19,TRUE,FALSE,FALSE
U05938,2024-12-03,TRUE,FALSE,FALSE
U07327,2024-10-05,FALSE,FALSE,FALSE
U00399,2024-11-25,TRUE,TRUE,TRUE
U09150,2024-10-25,FALSE,FALSE,FALSE
U01691,2024-12-18,TRUE,TRUE,FALSE
U08778,2024-12-01,FALSE,FALSE,FALSE
U05125,2024-11-13,TRUE,FALSE,FALSE
U03125,2024-12-17,TRUE,FALSE,FALSE
U07776,2024-11-03,FALSE,FALSE,FALSE
U07376,2024-11-08,FALSE,FALSE,FALSE
U07405,2024-11-01,FALSE,FALSE,FALSE
U08268,2024-12-02,FALSE,FALSE,FALSE
U09058,2024-12-12,FALSE,FALSE,FALSE
U06156,2024-12-14,TRUE,FALSE,FALSE
U06204,2024-11-12,TRUE,FALSE,FALSE
U00201,2024-11-03,TRUE,TRUE,TRUE
U08639,2024-10-26,FALSE,FALSE,FALSE
U09066,2024-10-09,FALSE,FALSE,FALSE
U00749,2024-12-24,TRUE,TRUE,TRUE
U00816,2024-12-29,TRUE,TRUE,TRUE
U00607,2024-11-26,TRUE,TRUE,TRUE
U06888,2024-10-01,TRUE,FALSE,FALSE
U05331,2024-10-26,TRUE,FALSE,FALSE
U04682,2024-12-12,TRUE,FALSE,FALSE
U02162,2024-12-14,TRUE,TRUE,FALSE
U05595,2024-10-19,TRUE,FALSE,FALSE
U01062,2024-11-16,TRUE,TRUE,TRUE
U08791,2024-10-25,FALSE,FALSE,FALSE
U00978,2024-12-12,TRUE,TRUE,TRUE
U06054,2024-12-06,TRUE,FALSE,FALSE
U02525,2024-11-03,TRUE,TRUE,FALSE
U07198,2024-10-18,TRUE,FALSE,FALSE
U09449,2024-10-09,FALSE,FALSE,FALSE
U00103,2024-10-24,TRUE,TRUE,TRUE
U08305,2024-12-19,FALSE,FALSE,FALSE
U00891,2024-11-22,TRUE,TRUE,TRUE
U06757,2024-12-02,TRUE,FALSE,FALSE
U04672,2024-12-27,TRUE,FALSE,FALSE
U01260,2024-10-11,TRUE,TRUE,TRUE
U07191,2024-10-29,TRUE,FALSE,FALSE
U03142,2024-12-16,TRUE,FALSE,FALSE
U04489,2024-11-04,TRUE,FALSE,FALSE
U08112,2024-12-15,FALSE,FALSE,FALSE
U08229,2024-10-11,FALSE,FALSE,FALSE
U07197,2024-10-13,TRUE,FALSE,FALSE
U04313,2024-12-18,TRUE,FALSE,FALSE
U03822,2024-10-11,TRUE,FALSE,FALSE
U01458,2024-12-06,TRUE,TRUE,FALSE
U02176,2024-11-14,TRUE,TRUE,FALSE
U05836,2024-11-20,TRUE,FALSE,FALSE
U00325,2024-11-22,TRUE,TRUE,TRUE
U08184,2024-10-09,FALSE,FALSE,FALSE
U00615,2024-11-13,TRUE,TRUE,TRUE
U09542,2024-10-14,FALSE,FALSE,FALSE
U09454,2024-10-03,FALSE,FALSE,FALSE
U07985,2024-11-29,FALSE,FALSE,FALSE
U07439,2024-12-29,FALSE,FALSE,FALSE
U05889,2024-10-10,TRUE,FALSE,FALSE
U08567,2024-10-19,FALSE,FALSE,FALSE
U01400,2024-11-14,TRUE,TRUE,TRUE
U09291,2024-12-25,FALSE,FALSE,FALSE
U06489,2024-11-08,TRUE,FALSE,FALSE
U08233,2024-11-07,FALSE,FALSE,FALSE
U05812,2024-12-08,TRUE,FALSE,FALSE
U06254,2024-11-22,TRUE,FALSE,FALSE
U03378,2024-10-11,TRUE,FALSE,FALSE
U00869,2024-10-30,TRUE,TRUE,TRUE
U03516,2024-10-16,TRUE,FALSE,FALSE
U08806,2024-11-20,FALSE,FALSE,FALSE
