user_id,company_size,onboarding_rating,biggest_confusion,feature_request,would_recommend
survey_user_0370,21-99,2,Show me a sample project,Sample projects or templates,No
survey_user_0371,21-99,4,Interface wasn't intuitive,Better help docs,Yes
survey_user_0372,5-20,2,Stared at empty project not knowing what to do,Templates or examples,Yes
survey_user_0373,100+,4,Expected it to work differently,Better help docs,Maybe
survey_user_0374,5-20,2,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0375,21-99,2,Unclear what I should create first,Templates or examples,Yes
survey_user_0376,5-20,4,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0377,5-20,2,Needed examples to get started,Sample projects or templates,Yes
survey_user_0378,5-20,4,Would help to see what a good task looks like,Sample projects or templates,Yes
survey_user_0379,100+,4,No idea what to put in the task,Templates or examples,Yes
survey_user_0380,5-20,4,No idea what to put in the task,Templates or examples,No
survey_user_0381,100+,3,Felt overwhelmed by the blank canvas,Simpler onboarding,Maybe
survey_user_0382,21-99,4,Examples would have been helpful,Sample projects or templates,Yes
survey_user_0383,5-20,4,Wasn't sure what kind of tasks to make,Templates or examples,Yes
survey_user_0384,5-20,4,Blank project was intimidating,Simpler onboarding,Maybe
survey_user_0385,5-20,3,Would help to see what a good task looks like,Sample projects or templates,No
survey_user_0386,5-20,3,Blank project was intimidating,Simpler onboarding,Yes
survey_user_0387,21-99,2,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0388,100+,3,Would help to see what a good task looks like,Sample projects or templates,Yes
survey_user_0389,21-99,2,Unclear what I should create first,Templates or examples,Yes
survey_user_0390,21-99,2,Too many clicks to do simple things,Better help docs,Maybe
survey_user_0391,5-20,2,Examples would have been helpful,Sample projects or templates,No
survey_user_0392,5-20,2,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0393,5-20,4,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0394,5-20,3,Overwhelmed by all the customization options,Simpler onboarding,No
survey_user_0395,21-99,4,Unclear what I should create first,Templates or examples,Yes
survey_user_0396,5-20,4,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0397,5-20,4,Blank project was intimidating,Simpler onboarding,No
survey_user_0398,5-20,4,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0399,21-99,3,"Too many options, didn't know where to start",Simpler onboarding,Yes
survey_user_0400,5-20,3,Felt overwhelmed by the blank canvas,Simpler onboarding,Maybe
survey_user_0401,21-99,2,Felt overwhelmed by the blank canvas,Simpler onboarding,Maybe
survey_user_0402,21-99,3,Too many clicks to do simple things,Better help docs,Yes
survey_user_0403,21-99,3,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0404,21-99,4,Interface wasn't intuitive,Better help docs,No
survey_user_0405,5-20,4,Too many clicks to do simple things,Better help docs,Maybe
survey_user_0406,5-20,3,I didn't know what to create,Templates or examples,Maybe
survey_user_0407,21-99,4,Too many clicks to do simple things,Better help docs,Maybe
survey_user_0408,5-20,2,Wish there were templates or samples,Sample projects or templates,Yes
survey_user_0409,21-99,4,Felt overwhelmed by the blank canvas,Simpler onboarding,Yes
survey_user_0410,100+,3,Examples would have been helpful,Sample projects or templates,Yes
survey_user_0411,21-99,2,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0412,21-99,4,No idea what to put in the task,Templates or examples,Yes
survey_user_0413,100+,3,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0414,21-99,3,Couldn't find the features I needed,Better help docs,No
survey_user_0415,5-20,2,Show me a sample project,Sample projects or templates,Maybe
survey_user_0416,21-99,4,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0417,5-20,3,Blank project was intimidating,Simpler onboarding,Maybe
survey_user_0418,5-20,4,I didn't know what to create,Templates or examples,No
survey_user_0419,5-20,4,I didn't know what to create,Templates or examples,Yes
survey_user_0420,5-20,2,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0421,5-20,2,Interface wasn't intuitive,Better help docs,Maybe
survey_user_0422,21-99,3,I didn't know what to create,Templates or examples,Maybe
survey_user_0423,21-99,2,I didn't know what to create,Templates or examples,Yes
survey_user_0424,5-20,4,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0425,5-20,2,Felt overwhelmed by the blank canvas,Simpler onboarding,Yes
survey_user_0426,21-99,3,Examples would have been helpful,Sample projects or templates,No
survey_user_0427,5-20,2,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0428,21-99,4,Felt overwhelmed by the blank canvas,Simpler onboarding,No
survey_user_0429,21-99,3,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0430,5-20,2,Would help to see what a good task looks like,Sample projects or templates,No
survey_user_0431,21-99,3,Would help to see what a good task looks like,Sample projects or templates,Maybe
survey_user_0432,5-20,3,Wish there were templates or samples,Sample projects or templates,Yes
survey_user_0433,5-20,2,Unclear what I should create first,Templates or examples,Maybe
survey_user_0434,5-20,4,Couldn't find the features I needed,Better help docs,No
survey_user_0435,5-20,4,Stared at empty project not knowing what to do,Templates or examples,No
survey_user_0436,5-20,4,Show me a sample project,Sample projects or templates,No
survey_user_0437,5-20,4,I didn't know what to create,Templates or examples,No
survey_user_0438,5-20,3,Unclear what I should create first,Templates or examples,No
survey_user_0439,5-20,2,Wish there were templates or samples,Sample projects or templates,No
survey_user_0440,5-20,3,Show me a sample project,Sample projects or templates,Maybe
survey_user_0441,5-20,4,Overwhelmed by all the customization options,Simpler onboarding,No
survey_user_0442,5-20,2,Paralyzed by all the empty fields,Simpler onboarding,Maybe
survey_user_0443,21-99,3,Couldn't find the features I needed,Better help docs,Yes
survey_user_0444,5-20,2,Unclear what I should create first,Templates or examples,Yes
survey_user_0445,5-20,2,I didn't know what to create,Templates or examples,Yes
survey_user_0446,5-20,2,No idea what to put in the task,Templates or examples,No
survey_user_0447,100+,3,Paralyzed by all the empty fields,Simpler onboarding,Maybe
survey_user_0448,5-20,2,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0449,5-20,4,Examples would have been helpful,Sample projects or templates,No
survey_user_0450,5-20,2,Felt overwhelmed by the blank canvas,Simpler onboarding,Maybe
survey_user_0451,21-99,3,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0452,21-99,2,Stared at empty project not knowing what to do,Templates or examples,No
survey_user_0453,5-20,3,Too many clicks to do simple things,Better help docs,Yes
survey_user_0454,21-99,2,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0455,21-99,2,Wasn't sure what kind of tasks to make,Templates or examples,Yes
survey_user_0456,100+,4,Overwhelmed by all the customization options,Simpler onboarding,Yes
survey_user_0457,5-20,4,Stared at empty project not knowing what to do,Templates or examples,No
survey_user_0458,21-99,3,Couldn't find the features I needed,Better help docs,Yes
survey_user_0459,5-20,2,I didn't know what to create,Templates or examples,Maybe
survey_user_0460,21-99,4,No idea what to put in the task,Templates or examples,Maybe
survey_user_0461,100+,4,Blank project was intimidating,Simpler onboarding,No
survey_user_0462,5-20,3,Examples would have been helpful,Sample projects or templates,Yes
survey_user_0463,5-20,2,Overwhelmed by all the customization options,Simpler onboarding,No
survey_user_0464,21-99,3,Unclear what I should create first,Templates or examples,Maybe
survey_user_0465,5-20,3,Wish there were templates or samples,Sample projects or templates,Maybe
survey_user_0466,5-20,3,Unclear what I should create first,Templates or examples,Maybe
survey_user_0467,5-20,3,Show me a sample project,Sample projects or templates,No
survey_user_0468,21-99,3,Needed examples to get started,Sample projects or templates,No
survey_user_0469,5-20,4,No idea what to put in the task,Templates or examples,No
survey_user_0470,21-99,4,Expected it to work differently,Better help docs,Maybe
survey_user_0471,21-99,3,Paralyzed by all the empty fields,Simpler onboarding,Maybe
survey_user_0472,21-99,3,Interface wasn't intuitive,Better help docs,Yes
survey_user_0473,21-99,2,Examples would have been helpful,Sample projects or templates,No
survey_user_0474,21-99,3,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0475,5-20,2,I didn't know what to create,Templates or examples,Maybe
survey_user_0476,5-20,2,Paralyzed by all the empty fields,Simpler onboarding,Maybe
survey_user_0477,21-99,2,Unclear what I should create first,Templates or examples,Yes
survey_user_0478,21-99,2,Stared at empty project not knowing what to do,Templates or examples,Yes
survey_user_0479,5-20,2,Show me a sample project,Sample projects or templates,Yes
survey_user_0480,5-20,2,Show me a sample project,Sample projects or templates,Yes
survey_user_0481,5-20,3,Show me a sample project,Sample projects or templates,Yes
survey_user_0482,100+,4,Couldn't find the features I needed,Better help docs,Maybe
survey_user_0483,21-99,4,Unclear what I should create first,Templates or examples,Maybe
survey_user_0484,5-20,4,No idea what to put in the task,Templates or examples,Maybe
survey_user_0485,5-20,3,Too many clicks to do simple things,Better help docs,Maybe
survey_user_0486,5-20,3,Show me a sample project,Sample projects or templates,Maybe
survey_user_0487,21-99,2,Couldn't find the features I needed,Better help docs,Maybe
survey_user_0488,21-99,4,Would help to see what a good task looks like,Sample projects or templates,Maybe
survey_user_0489,100+,4,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0490,21-99,3,Expected it to work differently,Better help docs,Yes
survey_user_0491,21-99,3,Expected it to work differently,Better help docs,Yes
survey_user_0492,21-99,3,Felt overwhelmed by the blank canvas,Simpler onboarding,Maybe
survey_user_0493,5-20,2,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0494,21-99,4,I didn't know what to create,Templates or examples,Maybe
survey_user_0495,5-20,3,Would help to see what a good task looks like,Sample projects or templates,No
survey_user_0496,21-99,2,Overwhelmed by all the customization options,Simpler onboarding,Yes
survey_user_0497,5-20,4,Blank project was intimidating,Simpler onboarding,No
survey_user_0498,100+,4,Would help to see what a good task looks like,Sample projects or templates,No
survey_user_0499,5-20,3,No idea what to put in the task,Templates or examples,Maybe
survey_user_0500,100+,4,Too many clicks to do simple things,Better help docs,Maybe
survey_user_0501,21-99,3,Too many clicks to do simple things,Better help docs,Maybe
survey_user_0502,100+,4,Wasn't sure what kind of tasks to make,Templates or examples,No
survey_user_0503,5-20,3,Show me a sample project,Sample projects or templates,Maybe
survey_user_0504,5-20,3,Felt overwhelmed by the blank canvas,Simpler onboarding,Yes
survey_user_0505,21-99,3,Wasn't sure what kind of tasks to make,Templates or examples,No
survey_user_0506,21-99,3,Blank project was intimidating,Simpler onboarding,Maybe
survey_user_0507,5-20,2,Show me a sample project,Sample projects or templates,Maybe
survey_user_0508,5-20,3,"Too many options, didn't know where to start",Simpler onboarding,Yes
survey_user_0509,5-20,4,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0510,5-20,4,No idea what to put in the task,Templates or examples,Yes
survey_user_0511,100+,2,Navigation was confusing,Better help docs,Maybe
survey_user_0512,5-20,4,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0513,100+,3,Blank project was intimidating,Simpler onboarding,No
survey_user_0514,5-20,2,Would help to see what a good task looks like,Sample projects or templates,Maybe
survey_user_0515,5-20,2,Examples would have been helpful,Sample projects or templates,Maybe
survey_user_0516,21-99,2,No idea what to put in the task,Templates or examples,No
survey_user_0517,5-20,4,Expected it to work differently,Better help docs,No
survey_user_0518,21-99,4,Wasn't sure what kind of tasks to make,Templates or examples,Yes
survey_user_0519,21-99,4,Unclear what I should create first,Templates or examples,No
survey_user_0520,21-99,4,Unclear what I should create first,Templates or examples,Maybe
survey_user_0521,5-20,3,Wasn't sure what kind of tasks to make,Templates or examples,No
survey_user_0522,5-20,3,Stared at empty project not knowing what to do,Templates or examples,Yes
survey_user_0523,5-20,2,Stared at empty project not knowing what to do,Templates or examples,Yes
survey_user_0524,21-99,2,Overwhelmed by all the customization options,Simpler onboarding,No
survey_user_0525,21-99,2,No idea what to put in the task,Templates or examples,Maybe
survey_user_0526,21-99,3,Needed examples to get started,Sample projects or templates,Yes
survey_user_0527,5-20,3,Felt overwhelmed by the blank canvas,Simpler onboarding,Maybe
survey_user_0528,5-20,4,Unclear what I should create first,Templates or examples,Maybe
survey_user_0529,100+,2,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0530,5-20,3,No idea what to put in the task,Templates or examples,No
survey_user_0531,5-20,2,Would help to see what a good task looks like,Sample projects or templates,Yes
survey_user_0532,100+,2,Couldn't find the features I needed,Better help docs,Maybe
survey_user_0533,5-20,2,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0534,21-99,4,Felt overwhelmed by the blank canvas,Simpler onboarding,Yes
survey_user_0535,21-99,3,I didn't know what to create,Templates or examples,No
survey_user_0536,5-20,3,Would help to see what a good task looks like,Sample projects or templates,Maybe
survey_user_0537,21-99,4,Stared at empty project not knowing what to do,Templates or examples,No
survey_user_0538,100+,3,Examples would have been helpful,Sample projects or templates,Maybe
survey_user_0539,21-99,3,No idea what to put in the task,Templates or examples,Maybe
survey_user_0540,100+,2,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0541,21-99,3,Blank project was intimidating,Simpler onboarding,Maybe
survey_user_0542,21-99,3,Examples would have been helpful,Sample projects or templates,Yes
survey_user_0543,5-20,2,No idea what to put in the task,Templates or examples,Maybe
survey_user_0544,21-99,2,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0545,5-20,4,Felt overwhelmed by the blank canvas,Simpler onboarding,No
survey_user_0546,21-99,4,Navigation was confusing,Better help docs,Yes
survey_user_0547,21-99,4,I didn't know what to create,Templates or examples,Maybe
survey_user_0548,5-20,4,Interface wasn't intuitive,Better help docs,Maybe
survey_user_0549,5-20,4,No idea what to put in the task,Templates or examples,Maybe
survey_user_0550,5-20,3,Needed examples to get started,Sample projects or templates,Maybe
survey_user_0551,5-20,4,Show me a sample project,Sample projects or templates,Maybe
survey_user_0552,21-99,2,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0553,21-99,2,Blank project was intimidating,Simpler onboarding,Maybe
survey_user_0554,21-99,3,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0555,5-20,3,Stared at empty project not knowing what to do,Templates or examples,Yes
survey_user_0556,100+,4,Navigation was confusing,Better help docs,Maybe
survey_user_0557,5-20,4,Too many clicks to do simple things,Better help docs,Maybe
survey_user_0558,5-20,4,Examples would have been helpful,Sample projects or templates,Yes
survey_user_0559,5-20,4,Needed examples to get started,Sample projects or templates,Maybe
survey_user_0560,5-20,3,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0561,21-99,4,Examples would have been helpful,Sample projects or templates,No
survey_user_0562,5-20,2,Wasn't sure what kind of tasks to make,Templates or examples,No
survey_user_0563,5-20,2,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0564,5-20,4,Needed examples to get started,Sample projects or templates,Maybe
survey_user_0565,5-20,3,I didn't know what to create,Templates or examples,Yes
survey_user_0566,5-20,2,Examples would have been helpful,Sample projects or templates,Maybe
survey_user_0567,5-20,2,Wish there were templates or samples,Sample projects or templates,No
survey_user_0568,21-99,3,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0569,5-20,4,No idea what to put in the task,Templates or examples,No
survey_user_0570,21-99,2,Too many clicks to do simple things,Better help docs,Maybe
survey_user_0571,5-20,2,Interface wasn't intuitive,Better help docs,Maybe
survey_user_0572,21-99,2,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0573,5-20,4,Examples would have been helpful,Sample projects or templates,No
survey_user_0574,5-20,2,I didn't know what to create,Templates or examples,Maybe
survey_user_0575,5-20,2,Paralyzed by all the empty fields,Simpler onboarding,No
survey_user_0576,5-20,2,Overwhelmed by all the customization options,Simpler onboarding,No
survey_user_0577,5-20,4,Show me a sample project,Sample projects or templates,No
survey_user_0578,21-99,4,Interface wasn't intuitive,Better help docs,Yes
survey_user_0579,5-20,3,No idea what to put in the task,Templates or examples,Maybe
survey_user_0580,100+,3,Paralyzed by all the empty fields,Simpler onboarding,No
survey_user_0581,5-20,2,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0582,5-20,2,Would help to see what a good task looks like,Sample projects or templates,No
survey_user_0583,21-99,4,Expected it to work differently,Better help docs,No
survey_user_0584,5-20,4,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0585,5-20,4,Unclear what I should create first,Templates or examples,Maybe
survey_user_0586,5-20,3,Show me a sample project,Sample projects or templates,Maybe
survey_user_0587,100+,3,Wish there were templates or samples,Sample projects or templates,Yes
survey_user_0588,5-20,3,Examples would have been helpful,Sample projects or templates,Maybe
survey_user_0589,5-20,4,Paralyzed by all the empty fields,Simpler onboarding,Maybe
survey_user_0590,21-99,3,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0591,5-20,4,Would help to see what a good task looks like,Sample projects or templates,No
survey_user_0592,5-20,2,Navigation was confusing,Better help docs,Maybe
survey_user_0593,5-20,2,Needed examples to get started,Sample projects or templates,Maybe
survey_user_0594,5-20,4,I didn't know what to create,Templates or examples,Yes
survey_user_0595,100+,3,Show me a sample project,Sample projects or templates,No
survey_user_0596,100+,3,Interface wasn't intuitive,Better help docs,No
survey_user_0597,5-20,3,Show me a sample project,Sample projects or templates,Maybe
survey_user_0598,5-20,4,Show me a sample project,Sample projects or templates,Maybe
survey_user_0599,21-99,2,Blank project was intimidating,Simpler onboarding,No
survey_user_0600,100+,3,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0601,21-99,4,Wish there were templates or samples,Sample projects or templates,No
survey_user_0602,21-99,4,I didn't know what to create,Templates or examples,Maybe
survey_user_0603,21-99,3,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0604,100+,2,Show me a sample project,Sample projects or templates,Yes
survey_user_0605,100+,2,Blank project was intimidating,Simpler onboarding,Yes
survey_user_0606,5-20,3,Show me a sample project,Sample projects or templates,Maybe
survey_user_0607,100+,4,Too many clicks to do simple things,Better help docs,Maybe
survey_user_0608,21-99,3,Expected it to work differently,Better help docs,Maybe
survey_user_0609,21-99,4,Interface wasn't intuitive,Better help docs,Yes
survey_user_0610,21-99,2,Interface wasn't intuitive,Better help docs,Maybe
survey_user_0611,5-20,4,Wish there were templates or samples,Sample projects or templates,Maybe
survey_user_0612,21-99,4,Would help to see what a good task looks like,Sample projects or templates,No
survey_user_0613,21-99,2,Would help to see what a good task looks like,Sample projects or templates,Yes
survey_user_0614,21-99,4,Navigation was confusing,Better help docs,Maybe
survey_user_0615,5-20,3,No idea what to put in the task,Templates or examples,Maybe
survey_user_0616,100+,3,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0617,5-20,2,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0618,5-20,3,No idea what to put in the task,Templates or examples,Maybe
survey_user_0619,21-99,4,I didn't know what to create,Templates or examples,Yes
survey_user_0620,21-99,2,Expected it to work differently,Better help docs,Yes
survey_user_0621,5-20,3,No idea what to put in the task,Templates or examples,Yes
survey_user_0622,5-20,3,Overwhelmed by all the customization options,Simpler onboarding,Yes
survey_user_0623,5-20,4,Needed examples to get started,Sample projects or templates,Yes
survey_user_0624,5-20,3,Show me a sample project,Sample projects or templates,Yes
survey_user_0625,21-99,2,Interface wasn't intuitive,Better help docs,Yes
survey_user_0626,5-20,3,Wasn't sure what kind of tasks to make,Templates or examples,No
survey_user_0627,5-20,2,Would help to see what a good task looks like,Sample projects or templates,Maybe
survey_user_0628,5-20,3,Show me a sample project,Sample projects or templates,Maybe
survey_user_0629,5-20,4,Examples would have been helpful,Sample projects or templates,Maybe
survey_user_0630,5-20,2,Unclear what I should create first,Templates or examples,Maybe
survey_user_0631,100+,4,Felt overwhelmed by the blank canvas,Simpler onboarding,Maybe
survey_user_0632,21-99,2,Paralyzed by all the empty fields,Simpler onboarding,Maybe
survey_user_0633,21-99,2,Interface wasn't intuitive,Better help docs,Maybe
survey_user_0634,5-20,4,No idea what to put in the task,Templates or examples,Maybe
survey_user_0635,21-99,4,Show me a sample project,Sample projects or templates,No
survey_user_0636,5-20,2,Needed examples to get started,Sample projects or templates,Maybe
survey_user_0637,5-20,4,Examples would have been helpful,Sample projects or templates,Maybe
survey_user_0638,5-20,3,No idea what to put in the task,Templates or examples,Maybe
survey_user_0639,5-20,2,No idea what to put in the task,Templates or examples,Maybe
survey_user_0640,100+,4,Would help to see what a good task looks like,Sample projects or templates,Yes
survey_user_0641,21-99,3,Needed examples to get started,Sample projects or templates,Maybe
survey_user_0642,5-20,4,Couldn't find the features I needed,Better help docs,Maybe
survey_user_0643,5-20,2,Examples would have been helpful,Sample projects or templates,No
survey_user_0644,5-20,4,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0645,21-99,3,Paralyzed by all the empty fields,Simpler onboarding,Yes
survey_user_0646,21-99,4,Expected it to work differently,Better help docs,Yes
survey_user_0647,5-20,2,I didn't know what to create,Templates or examples,Maybe
survey_user_0648,21-99,2,Navigation was confusing,Better help docs,Maybe
survey_user_0649,5-20,4,Unclear what I should create first,Templates or examples,No
survey_user_0650,5-20,2,I didn't know what to create,Templates or examples,Maybe
survey_user_0651,21-99,3,Unclear what I should create first,Templates or examples,Maybe
survey_user_0652,5-20,2,Wasn't sure what kind of tasks to make,Templates or examples,Maybe
survey_user_0653,5-20,3,Would help to see what a good task looks like,Sample projects or templates,Yes
survey_user_0654,100+,4,Blank project was intimidating,Simpler onboarding,Yes
survey_user_0655,5-20,2,Overwhelmed by all the customization options,Simpler onboarding,Yes
survey_user_0656,21-99,3,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0657,100+,2,"Too many options, didn't know where to start",Simpler onboarding,Yes
survey_user_0658,5-20,3,Wasn't sure what kind of tasks to make,Templates or examples,No
survey_user_0659,5-20,3,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0660,5-20,3,Unclear what I should create first,Templates or examples,Maybe
survey_user_0661,5-20,4,Would help to see what a good task looks like,Sample projects or templates,Maybe
survey_user_0662,21-99,3,"Too many options, didn't know where to start",Simpler onboarding,Yes
survey_user_0663,5-20,3,Unclear what I should create first,Templates or examples,Maybe
survey_user_0664,5-20,4,Wish there were templates or samples,Sample projects or templates,Maybe
survey_user_0665,5-20,3,Would help to see what a good task looks like,Sample projects or templates,Maybe
survey_user_0666,21-99,2,Stared at empty project not knowing what to do,Templates or examples,Yes
survey_user_0667,21-99,3,Show me a sample project,Sample projects or templates,Maybe
survey_user_0668,5-20,2,No idea what to put in the task,Templates or examples,Maybe
survey_user_0669,100+,4,Wish there were templates or samples,Sample projects or templates,Yes
survey_user_0670,21-99,2,Wasn't sure what kind of tasks to make,Templates or examples,Yes
survey_user_0671,5-20,3,Examples would have been helpful,Sample projects or templates,Yes
survey_user_0672,21-99,2,I didn't know what to create,Templates or examples,No
survey_user_0673,5-20,3,No idea what to put in the task,Templates or examples,Maybe
survey_user_0674,5-20,2,Paralyzed by all the empty fields,Simpler onboarding,No
survey_user_0675,100+,3,Interface wasn't intuitive,Better help docs,Maybe
survey_user_0676,21-99,4,Unclear what I should create first,Templates or examples,No
survey_user_0677,5-20,3,Interface wasn't intuitive,Better help docs,Maybe
survey_user_0678,100+,4,I didn't know what to create,Templates or examples,No
survey_user_0679,5-20,3,Wish there were templates or samples,Sample projects or templates,No
survey_user_0680,21-99,2,I didn't know what to create,Templates or examples,Yes
survey_user_0681,5-20,4,Stared at empty project not knowing what to do,Templates or examples,No
survey_user_0682,5-20,4,I didn't know what to create,Templates or examples,Yes
survey_user_0683,21-99,2,I didn't know what to create,Templates or examples,Maybe
survey_user_0684,5-20,4,Would help to see what a good task looks like,Sample projects or templates,No
survey_user_0685,5-20,2,Show me a sample project,Sample projects or templates,Maybe
survey_user_0686,5-20,4,No idea what to put in the task,Templates or examples,Maybe
survey_user_0687,21-99,2,Wish there were templates or samples,Sample projects or templates,Yes
survey_user_0688,5-20,3,I didn't know what to create,Templates or examples,Yes
survey_user_0689,5-20,2,Examples would have been helpful,Sample projects or templates,Maybe
survey_user_0690,5-20,3,Unclear what I should create first,Templates or examples,Maybe
survey_user_0691,5-20,3,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0692,5-20,3,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0693,21-99,4,Blank project was intimidating,Simpler onboarding,Maybe
survey_user_0694,5-20,3,No idea what to put in the task,Templates or examples,Maybe
survey_user_0695,5-20,2,Show me a sample project,Sample projects or templates,Maybe
survey_user_0696,5-20,2,Needed examples to get started,Sample projects or templates,No
survey_user_0697,5-20,2,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0698,5-20,4,I didn't know what to create,Templates or examples,Yes
survey_user_0699,21-99,3,Overwhelmed by all the customization options,Simpler onboarding,No
survey_user_0700,5-20,2,Needed examples to get started,Sample projects or templates,Maybe
survey_user_0701,21-99,3,Navigation was confusing,Better help docs,No
survey_user_0702,5-20,3,Examples would have been helpful,Sample projects or templates,No
survey_user_0703,21-99,4,Needed examples to get started,Sample projects or templates,No
survey_user_0704,21-99,4,Wasn't sure what kind of tasks to make,Templates or examples,No
survey_user_0705,5-20,2,Unclear what I should create first,Templates or examples,Maybe
survey_user_0706,5-20,4,Wasn't sure what kind of tasks to make,Templates or examples,Yes
survey_user_0707,21-99,3,Expected it to work differently,Better help docs,Yes
survey_user_0708,21-99,2,Needed examples to get started,Sample projects or templates,Maybe
survey_user_0709,5-20,4,Wish there were templates or samples,Sample projects or templates,Yes
survey_user_0710,100+,3,Expected it to work differently,Better help docs,Maybe
survey_user_0711,5-20,4,Would help to see what a good task looks like,Sample projects or templates,Maybe
survey_user_0712,5-20,4,No idea what to put in the task,Templates or examples,Maybe
survey_user_0713,5-20,2,Examples would have been helpful,Sample projects or templates,No
survey_user_0714,100+,2,Overwhelmed by all the customization options,Simpler onboarding,Maybe
survey_user_0715,5-20,3,Couldn't find the features I needed,Better help docs,No
survey_user_0716,21-99,4,Too many clicks to do simple things,Better help docs,Maybe
survey_user_0717,5-20,2,Wish there were templates or samples,Sample projects or templates,Maybe
survey_user_0718,5-20,3,Wish there were templates or samples,Sample projects or templates,Maybe
survey_user_0719,5-20,4,Wasn't sure what kind of tasks to make,Templates or examples,No
survey_user_0720,21-99,3,Couldn't find the features I needed,Better help docs,No
survey_user_0721,5-20,3,No idea what to put in the task,Templates or examples,No
survey_user_0722,21-99,3,Too many clicks to do simple things,Better help docs,Yes
survey_user_0723,5-20,4,"Too many options, didn't know where to start",Simpler onboarding,No
survey_user_0724,21-99,3,Felt overwhelmed by the blank canvas,Simpler onboarding,No
survey_user_0725,5-20,4,Would help to see what a good task looks like,Sample projects or templates,Maybe
survey_user_0726,5-20,3,Examples would have been helpful,Sample projects or templates,No
survey_user_0727,5-20,2,Unclear what I should create first,Templates or examples,Maybe
survey_user_0728,5-20,4,Needed examples to get started,Sample projects or templates,Yes
survey_user_0729,5-20,4,Unclear what I should create first,Templates or examples,Maybe
survey_user_0730,21-99,3,"Too many options, didn't know where to start",Simpler onboarding,Yes
survey_user_0731,21-99,4,No idea what to put in the task,Templates or examples,Maybe
survey_user_0732,5-20,3,Unclear what I should create first,Templates or examples,No
survey_user_0733,5-20,3,Stared at empty project not knowing what to do,Templates or examples,Maybe
survey_user_0734,5-20,3,Needed examples to get started,Sample projects or templates,Maybe
survey_user_0735,100+,4,Paralyzed by all the empty fields,Simpler onboarding,Maybe
survey_user_0736,5-20,2,"Too many options, didn't know where to start",Simpler onboarding,Maybe
survey_user_0737,5-20,2,Needed examples to get started,Sample projects or templates,No
survey_user_0738,5-20,3,Wish there were templates or samples,Sample projects or templates,No
survey_user_0739,5-20,3,Blank project was intimidating,Simpler onboarding,Yes
survey_user_0740,5-20,2,No idea what to put in the task,Templates or examples,Maybe
survey_user_0741,5-20,3,Overwhelmed by all the customization options,Simpler onboarding,Maybe
